Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
400,Payton Pritchard,PG,26,BOS,57,1173,13.6,.579,.678,.098,4.9,11.1,8.1,17.7,1.0,0.5,8.1,15.9,,2.2,1.3,3.5,.143,,0.7,0.1,0.8,0.8,pritcpa01
401,Olivier-Maxence Prosper,PF,21,DAL,31,256,10.3,.471,.465,.479,7.7,18.5,13.1,9.3,0.7,1.0,5.5,15.2,,0.1,0.2,0.3,.064,,-2.4,-1.3,-3.7,-0.1,prospol01
402,Trevelin Queen,SG,26,ORL,13,163,8.2,.462,.447,.316,2.1,11.5,6.8,14.6,2.1,2.8,13.9,13.3,,-0.1,0.2,0.2,.050,,-4.7,1.3,-3.4,-0.1,queentr01
403,Neemias Queta,C,24,BOS,23,283,19.3,.636,.000,.250,17.5,20.8,19.2,5.4,1.7,4.4,9.2,15.0,,0.8,0.5,1.3,.225,,-1.1,0.6,-0.5,0.1,quetane01
404,Immanuel Quickley,SG-PG,24,TOT,52,1430,15.9,.575,.479,.248,1.0,12.2,6.6,20.2,1.1,0.4,7.6,23.1,,2.5,1.0,3.5,.118,,1.8,-0.9,0.9,1.0,quickim01
404,Immanuel Quickley,SG,24,NYK,30,720,17.0,.598,.484,.281,0.8,11.2,6.0,15.7,1.1,0.4,7.6,24.2,,1.6,0.6,2.2,.147,,2.5,-0.3,2.3,0.8,quickim01
404,Immanuel Quickley,PG,24,TOR,22,710,14.8,.549,.474,.213,1.2,13.3,7.1,24.7,1.1,0.4,7.6,22.1,,0.9,0.4,1.3,.089,,1.0,-1.6,-0.6,0.3,quickim01
405,Lester Quinones,SG,23,GSW,22,283,9.8,.539,.582,.253,6.9,13.3,10.1,12.4,0.9,0.6,12.9,17.2,,0.2,0.2,0.4,.062,,-2.5,-0.9,-3.4,-0.1,quinole01
406,Julius Randle,PF,29,NYK,46,1630,18.8,.569,.292,.361,6.8,22.3,14.5,22.6,0.8,0.7,14.1,29.6,,2.0,1.9,3.8,.112,,2.1,-0.4,1.7,1.5,randlju01
407,Duop Reath,C,27,POR,42,722,16.2,.588,.512,.196,8.9,16.3,12.4,10.3,1.4,2.7,8.9,20.5,,1.1,0.6,1.7,.113,,0.5,-0.4,0.1,0.4,reathdu01
408,Austin Reaves,SG,25,LAL,59,1838,15.6,.616,.429,.314,2.5,11.1,7.0,24.2,1.4,0.6,14.4,20.6,,2.7,1.4,4.1,.107,,0.7,-0.6,0.1,1.0,reaveau01
409,Cam Reddish,SF,24,LAL,35,815,8.4,.519,.463,.224,2.7,8.5,5.7,7.2,2.5,1.2,11.8,13.5,,-0.3,0.8,0.6,.033,,-4.0,1.0,-2.9,-0.2,reddica01
410,Paul Reed,C,24,PHI,57,1035,16.5,.580,.114,.147,13.2,20.6,16.9,9.2,1.8,4.2,10.9,15.1,,1.6,1.5,3.2,.147,,-0.9,0.4,-0.5,0.4,reedpa01
411,Naz Reid,C,24,MIN,57,1287,15.0,.595,.485,.157,4.9,17.7,11.7,7.0,1.5,3.0,10.8,22.1,,0.6,2.5,3.2,.118,,0.0,1.0,1.0,1.0,reidna01
412,Jared Rhoden,SG,24,DET,6,42,10.1,.631,.364,.182,2.6,11.0,6.7,13.0,0.0,4.0,20.2,14.9,,0.0,0.0,0.0,.029,,-2.3,0.1,-2.2,0.0,rhodeja01
413,Nick Richards,C,26,CHO,48,1254,17.2,.718,.000,.535,11.0,24.2,17.3,4.8,0.7,4.6,13.8,13.4,,2.8,1.1,3.9,.147,,-1.5,-0.4,-1.8,0.0,richani01
414,Josh Richardson,SG,30,MIA,43,1103,11.3,.573,.548,.156,1.8,10.7,6.2,13.9,1.1,1.2,8.9,16.3,,0.9,1.1,2.0,.088,,-1.4,0.0,-1.5,0.2,richajo01
415,Duncan Robinson,SF,29,MIA,51,1402,12.8,.623,.679,.141,0.9,8.9,4.8,15.6,1.1,0.8,11.3,19.5,,1.4,1.4,2.8,.095,,0.1,-0.6,-0.5,0.5,robindu01
416,Jerome Robinson,SG,26,GSW,11,36,2.1,.322,.583,.667,3.0,6.0,4.5,6.6,0.0,2.5,0.0,18.0,,-0.1,0.0,-0.1,-0.072,,-8.2,-3.9,-12.2,-0.1,robinje01
417,Mitchell Robinson,C,25,NYK,21,613,16.1,.567,.000,.388,20.4,19.0,19.7,3.2,2.6,4.1,15.5,9.5,,0.9,1.1,2.0,.155,,-0.3,0.9,0.6,0.4,robinmi01
418,Orlando Robinson,C,23,MIA,24,239,14.9,.613,.210,.387,8.8,22.5,15.6,16.4,1.2,2.8,16.2,16.0,,0.3,0.4,0.7,.143,,-1.6,1.0,-0.6,0.1,robinor01
419,Jeremiah Robinson-Earl,PF,23,NOP,24,247,12.9,.617,.406,.203,7.7,17.4,12.6,5.9,1.8,1.6,13.6,14.0,,0.2,0.3,0.6,.111,,-1.2,0.3,-1.0,0.1,robinje02
420,David Roddy,PF,22,TOT,51,1126,8.6,.487,.406,.172,4.8,15.3,9.9,10.1,1.1,0.9,11.6,18.1,,-1.0,1.1,0.1,.005,,-4.0,-0.9,-4.9,-0.8,roddyda01
420,David Roddy,PF,22,MEM,48,1114,8.6,.485,.404,.174,4.9,15.2,9.9,10.2,1.1,0.9,11.5,18.2,,-1.0,1.1,0.1,.005,,-4.0,-0.9,-5.0,-0.8,roddyda01
420,David Roddy,PF,22,PHO,3,12,9.0,.833,.667,.000,0.0,17.9,9.5,0.0,0.0,0.0,25.0,14.4,,0.0,0.0,0.0,.026,,-2.8,-1.6,-4.4,0.0,roddyda01
421,Ryan Rollins,PG,21,WAS,10,66,22.5,.631,.120,.680,3.1,14.9,8.9,23.7,5.6,3.7,17.7,25.0,,0.1,0.1,0.2,.140,,0.4,4.5,4.9,0.1,rolliry01
422,Derrick Rose,PG,35,MEM,22,378,13.1,.535,.252,.170,2.0,10.8,6.2,31.4,1.0,0.5,14.1,22.7,,0.1,0.3,0.4,.047,,-1.4,-1.2,-2.6,-0.1,rosede01
423,Terry Rozier,SG-PG,29,TOT,40,1364,17.5,.552,.412,.226,2.1,11.5,6.6,30.1,1.4,0.9,9.3,26.2,,1.6,0.8,2.4,.084,,2.5,-1.1,1.4,1.1,roziete01
423,Terry Rozier,SG,29,CHO,30,1065,19.0,.574,.423,.235,1.7,10.9,6.1,30.7,1.5,1.0,9.7,27.4,,1.6,0.4,2.1,.093,,3.6,-1.4,2.2,1.1,roziete01
423,Terry Rozier,PG,29,MIA,10,299,12.3,.455,.367,.188,3.7,13.4,8.5,27.9,1.3,0.7,7.4,22.1,,0.0,0.3,0.3,.055,,-1.8,0.0,-1.8,0.0,roziete01
424,Rayan Rupert,SG,19,POR,16,119,8.4,.451,.395,.186,6.2,14.2,9.9,13.5,1.2,0.0,11.4,18.8,,-0.1,0.1,0.0,-0.014,,-3.7,-2.5,-6.1,-0.1,ruperra01
425,D'Angelo Russell,PG,27,LAL,54,1698,16.4,.589,.468,.179,1.4,8.4,5.0,29.3,1.3,1.4,11.5,23.2,,2.3,1.2,3.5,.099,,1.8,-0.9,0.9,1.2,russeda01
426,Matt Ryan,SF,26,NOP,16,324,10.0,.667,.811,.147,1.7,10.2,6.0,5.7,0.9,0.3,14.4,15.7,,0.3,0.3,0.5,.078,,-0.7,-1.1,-1.8,0.0,ryanma01
427,Domantas Sabonis,C,27,SAC,56,1997,23.7,.658,.084,.363,10.3,32.1,21.0,34.8,1.2,1.3,17.6,22.1,,6.4,2.4,8.9,.213,,4.4,2.4,6.8,4.4,sabondo01
428,Luka Šamanić,PF,24,UTA,27,149,8.0,.491,.393,.344,5.9,25.4,15.8,3.7,0.3,1.8,14.6,22.9,,-0.2,0.1,-0.1,-0.036,,-5.8,-2.9,-8.7,-0.3,samanlu01
429,Jermaine Samuels,SF,25,HOU,11,53,15.2,.758,.182,.182,4.0,18.2,11.1,5.4,0.9,1.7,0.0,9.6,,0.1,0.1,0.2,.191,,-0.3,1.2,0.9,0.0,samueje01
430,Adama Sanogo,PF,21,CHI,3,11,32.6,.926,.000,1.000,19.9,41.6,30.5,0.0,0.0,0.0,18.8,21.2,,0.1,0.0,0.1,.282,,9.1,1.7,10.8,0.0,sanogad01
431,Gui Santos,PF,21,GSW,14,118,17.2,.665,.441,.441,11.1,20.0,15.6,7.9,1.2,1.5,9.0,15.8,,0.3,0.1,0.5,.192,,0.7,0.1,0.8,0.1,santogu01
432,Dario Šarić,C,29,GSW,54,1016,16.0,.608,.508,.242,7.3,21.4,14.4,18.0,1.4,0.8,14.3,19.3,,1.7,1.1,2.8,.133,,1.2,0.6,1.7,1.0,saricda01
433,Olivier Sarr,C,24,OKC,13,90,14.7,.653,.333,.722,13.0,29.6,21.7,2.7,0.0,6.1,11.2,12.9,,0.2,0.2,0.3,.186,,-2.7,-0.2,-2.9,0.0,sarrol01
434,Marcus Sasser,PG,23,DET,50,813,14.0,.585,.448,.129,0.9,9.9,5.3,26.6,1.6,0.8,13.2,19.6,,0.9,0.3,1.2,.071,,0.0,-0.8,-0.8,0.2,sassema01
435,Admiral Schofield,PF,26,ORL,13,49,2.4,.444,.625,.125,2.3,16.8,9.5,14.2,0.0,0.0,19.2,18.4,,-0.1,0.0,-0.1,-0.067,,-6.4,-1.7,-8.1,-0.1,schofad01
436,Dennis Schröder,PG,30,TOT,56,1687,13.0,.544,.394,.252,1.4,8.8,5.0,27.1,1.3,0.4,12.1,19.6,,1.6,0.8,2.4,.068,,-1.1,-1.3,-2.4,-0.2,schrode01
436,Dennis Schröder,PG,30,TOR,51,1559,13.9,.559,.394,.267,1.5,8.5,4.9,27.6,1.4,0.4,11.7,19.4,,2.0,0.8,2.8,.085,,-0.6,-1.1,-1.8,0.1,schrode01
436,Dennis Schröder,PG,30,BRK,5,128,1.6,.378,.404,.096,0.0,12.2,5.9,21.3,0.0,0.0,15.6,21.5,,-0.4,0.0,-0.4,-0.136,,-7.4,-3.2,-10.5,-0.3,schrode01
437,Dereon Seabron,SG,23,NOP,5,52,9.1,.448,.154,.462,2.1,12.7,7.5,9.4,1.9,1.9,0.0,12.9,,0.0,0.1,0.1,.082,,-3.0,1.2,-1.9,0.0,seabrde01
438,Alperen Şengün,C,21,HOU,56,1814,21.7,.591,.121,.359,9.3,21.1,15.2,25.4,1.7,2.1,12.9,26.9,,3.3,2.8,6.1,.162,,2.9,1.6,4.5,3.0,sengual01
439,Brice Sensabaugh,SF,20,UTA,8,44,8.3,.514,.421,.053,2.5,14.8,8.7,9.7,1.1,0.0,13.4,21.1,,0.0,0.0,0.0,-0.025,,-3.6,-2.5,-6.1,0.0,sensabr01
440,Collin Sexton,SG,25,UTA,58,1431,20.2,.614,.323,.394,3.9,7.4,5.7,29.5,1.4,0.8,12.1,27.7,,3.9,0.5,4.3,.146,,3.8,-1.6,2.2,1.5,sextoco01
441,Landry Shamet,SG,26,WAS,40,620,11.5,.561,.557,.176,2.7,7.4,5.0,11.1,1.8,1.2,9.0,19.5,,0.2,0.2,0.4,.029,,-2.1,-1.2,-3.3,-0.2,shamela01
442,Day'Ron Sharpe,C,22,BRK,41,641,21.1,.606,.039,.473,18.4,28.6,23.3,13.2,1.5,4.5,15.2,19.7,,1.3,0.9,2.2,.165,,0.0,0.5,0.5,0.4,sharpda01
443,Shaedon Sharpe,SG,20,POR,32,1059,11.3,.524,.415,.274,4.2,13.4,8.5,13.8,1.3,1.0,12.9,22.4,,-0.3,0.7,0.4,.018,,-2.1,-0.9,-3.0,-0.3,sharpsh01
444,Ben Sheppard,SG,22,IND,35,384,9.4,.549,.664,.155,2.1,11.7,6.9,8.5,2.2,0.2,5.6,13.5,,0.3,0.2,0.5,.065,,-3.1,0.1,-3.0,-0.1,sheppbe01
445,Pascal Siakam,PF,29,TOT,56,1914,19.0,.604,.221,.327,4.8,16.3,10.5,20.9,1.2,0.6,9.7,24.7,,3.7,1.2,4.9,.122,,2.3,-0.6,1.7,1.8,siakapa01
445,Pascal Siakam,PF,29,TOR,39,1354,18.8,.600,.233,.358,4.3,15.9,10.0,21.7,1.1,0.6,10.3,25.4,,2.4,0.9,3.3,.115,,2.0,-0.7,1.3,1.2,siakapa01
445,Pascal Siakam,PF,29,IND,17,560,19.7,.616,.194,.252,6.1,17.3,11.7,18.9,1.3,0.6,8.0,23.2,,1.3,0.3,1.6,.138,,3.0,-0.3,2.7,0.7,siakapa01
446,Ben Simmons,PG,27,BRK,14,345,15.9,.560,.000,.208,8.8,27.2,17.7,32.5,1.7,2.3,25.6,13.1,,0.4,0.4,0.8,.117,,-0.6,2.9,2.3,0.4,simmobe01
447,Anfernee Simons,SG,24,POR,33,1110,15.8,.563,.477,.216,1.4,11.1,5.9,26.8,0.7,0.3,11.5,28.6,,1.0,0.4,1.4,.059,,2.4,-2.5,-0.2,0.5,simonan01
448,Jericho Sims,C,25,NYK,30,342,10.7,.710,.000,.324,9.8,17.4,13.6,4.1,0.4,3.0,15.9,6.3,,0.5,0.4,0.9,.124,,-2.2,0.2,-2.0,0.0,simsje01
449,Dmytro Skapintsev,C,25,NYK,2,2,-19.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,,0.0,0.0,0.0,-0.476,,-16.3,-9.9,-26.1,0.0,skapidm01
450,Jalen Slawson,SF,24,SAC,5,19,5.4,.667,.333,.000,0.0,24.3,11.9,13.1,0.0,4.7,40.0,11.2,,0.0,0.0,0.0,-0.010,,-7.2,1.2,-5.9,0.0,slawsja01
451,Javonte Smart,PG,24,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.003,,-6.1,-2.2,-8.3,0.0,smartja01
452,Marcus Smart,PG,29,MEM,20,605,11.7,.552,.565,.236,1.1,8.8,4.8,22.3,3.3,0.8,19.2,23.1,,-0.6,0.8,0.2,.018,,-3.4,1.0,-2.4,-0.1,smartma01
453,Dennis Smith Jr.,PG,26,BRK,40,791,13.4,.500,.280,.165,5.3,13.3,9.1,27.3,2.9,1.1,15.4,17.9,,0.3,0.9,1.2,.070,,-2.5,1.7,-0.8,0.2,smithde03
454,Dru Smith,SG,26,MIA,9,131,12.7,.576,.515,.061,5.1,7.0,6.0,15.0,3.4,2.2,12.9,13.1,,0.1,0.2,0.3,.120,,-1.9,3.1,1.2,0.1,smithdr01
455,Ish Smith,PG,35,CHO,43,741,6.7,.435,.051,.025,1.6,10.2,5.7,26.0,1.1,0.5,22.7,12.1,,-0.5,0.2,-0.3,-0.022,,-5.7,-1.2,-6.9,-0.9,smithis01
456,Jabari Smith Jr.,PF,20,HOU,52,1659,13.4,.567,.435,.212,6.8,22.0,14.4,6.7,1.1,2.1,9.7,17.4,,1.3,2.4,3.7,.106,,-1.0,0.3,-0.7,0.5,smithja05
457,Jalen Smith,C,23,IND,39,704,20.4,.716,.367,.247,10.1,25.5,17.8,7.8,0.7,2.8,10.0,18.9,,2.0,0.6,2.6,.175,,3.0,-0.6,2.4,0.8,smithja04
458,Nick Smith Jr.,SG,19,CHO,37,573,8.5,.534,.521,.060,3.0,7.7,5.3,11.4,0.6,1.1,12.6,19.3,,-0.3,0.1,-0.2,-0.018,,-2.6,-2.6,-5.2,-0.5,smithni01
459,Terquavion Smith,PG,21,PHI,12,69,18.0,.557,.775,.075,0.0,3.2,1.6,22.5,4.9,0.0,8.8,28.0,,0.0,0.1,0.1,.101,,3.4,0.9,4.2,0.1,smithte01
460,Jeremy Sochan,PF,20,SAS,58,1716,11.0,.513,.275,.185,6.6,16.1,11.2,16.6,1.3,1.3,14.8,18.4,,-0.5,1.1,0.6,.018,,-3.0,-1.1,-4.0,-0.9,sochaje01
461,Pat Spencer,PG,27,GSW,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.000,,-7.0,-1.5,-8.5,0.0,spencpa01
462,Jaden Springer,SG-PG,21,TOT,34,380,10.3,.478,.319,.286,7.2,9.7,8.4,12.2,3.2,2.6,16.3,18.0,,-0.3,0.5,0.3,.032,,-4.5,0.9,-3.6,-0.2,sprinja01
462,Jaden Springer,SG,21,PHI,32,377,10.5,.481,.314,.288,7.3,9.7,8.5,12.3,3.2,2.6,16.4,18.0,,-0.2,0.5,0.3,.035,,-4.5,1.0,-3.4,-0.1,sprinja01
462,Jaden Springer,PG,21,BOS,2,3,-12.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.325,,-15.6,-7.9,-23.5,0.0,sprinja01
463,Lamar Stevens,PF,26,TOT,23,213,14.6,.540,.134,.244,8.8,21.4,15.0,7.5,1.8,4.2,13.4,21.3,,0.0,0.4,0.3,.076,,-3.0,0.7,-2.3,0.0,stevela01
463,Lamar Stevens,PF,26,BOS,19,122,14.4,.532,.178,.244,11.0,15.8,13.6,9.0,2.4,3.6,15.3,20.9,,0.0,0.2,0.2,.092,,-3.0,0.9,-2.1,0.0,stevela01
463,Lamar Stevens,PF,26,MEM,4,91,14.9,.549,.081,.243,5.8,28.8,16.9,5.5,1.1,5.1,10.9,21.8,,0.0,0.2,0.1,.055,,-2.9,0.4,-2.5,0.0,stevela01
464,Isaiah Stewart,PF,22,DET,35,1070,11.0,.579,.434,.235,6.4,18.8,12.5,7.7,0.6,2.1,13.9,15.3,,0.5,0.5,0.9,.042,,-1.9,-1.0,-2.9,-0.2,stewais01
465,Julian Strawther,SF,21,DEN,38,493,9.0,.493,.626,.126,0.9,10.6,5.9,10.7,1.7,1.2,7.5,19.9,,-0.2,0.5,0.3,.029,,-4.1,-1.1,-5.1,-0.4,strawju01
466,Max Strus,SF,27,CLE,56,1805,11.2,.543,.658,.126,3.1,13.3,8.3,15.8,1.4,1.3,11.8,17.1,,0.8,2.6,3.4,.090,,-1.4,0.9,-0.5,0.7,strusma01
467,Jalen Suggs,SG,22,ORL,53,1416,13.0,.581,.540,.193,3.1,11.0,7.0,14.1,2.6,2.1,15.1,20.2,,0.3,2.1,2.5,.083,,-1.3,1.3,0.0,0.7,suggsja01
468,Cole Swider,SF,24,MIA,10,50,7.1,.523,.739,.087,2.2,4.6,3.4,12.4,1.0,1.9,20.1,26.4,,-0.1,0.0,-0.1,-0.083,,-2.7,-2.3,-5.1,0.0,swideco01
469,Jae'Sean Tate,SF,28,HOU,52,902,9.5,.540,.348,.162,6.3,14.4,10.3,8.3,2.0,0.9,10.9,11.2,,0.5,1.3,1.8,.094,,-3.8,1.7,-2.1,0.0,tateja01
470,Jayson Tatum,PF,25,BOS,54,1938,22.2,.605,.437,.347,2.7,21.6,12.6,20.9,1.4,1.5,10.2,29.9,,4.4,3.2,7.5,.187,,4.3,0.9,5.2,3.5,tatumja01
471,Terry Taylor,PF,24,CHI,20,141,10.1,.577,.241,.034,10.8,12.2,11.5,6.7,1.4,1.5,19.2,11.3,,0.1,0.1,0.2,.066,,-3.5,0.1,-3.4,0.0,taylote01
472,Garrett Temple,SG,37,TOR,16,69,8.4,.486,.429,.286,7.8,9.8,8.8,11.3,2.1,0.0,17.5,17.7,,-0.1,0.0,0.0,-0.004,,-4.6,-1.8,-6.4,-0.1,templga01
473,Dalen Terry,SG,21,CHI,37,378,8.9,.497,.543,.296,4.0,15.1,9.5,16.5,1.7,2.2,16.4,12.7,,0.0,0.4,0.4,.056,,-4.2,1.3,-2.8,-0.1,terryda01
474,Daniel Theis,C,31,TOT,41,685,14.5,.604,.206,.222,10.4,14.0,12.3,8.1,1.3,4.7,11.6,15.3,,1.0,0.8,1.8,.129,,-1.7,0.4,-1.3,0.1,theisda01
474,Daniel Theis,C,31,IND,1,8,-6.8,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,,0.0,0.0,0.0,-0.264,,-13.2,-7.3,-20.5,0.0,theisda01
474,Daniel Theis,C,31,LAC,40,677,14.8,.610,.205,.226,10.6,14.2,12.5,8.2,1.3,4.7,11.8,15.2,,1.1,0.8,1.9,.134,,-1.6,0.5,-1.1,0.2,theisda01
475,Cam Thomas,SG,22,BRK,47,1402,15.0,.544,.322,.265,1.3,9.4,5.2,14.5,1.2,0.8,8.6,30.4,,0.2,0.7,1.0,.033,,-0.4,-2.0,-2.4,-0.1,thomaca02
476,Amen Thompson,SF,21,HOU,38,754,16.1,.550,.185,.346,9.5,20.9,15.2,17.9,2.8,2.8,16.9,19.0,,0.3,1.4,1.8,.112,,-1.4,2.6,1.3,0.6,thompam01
477,Ausar Thompson,SF,21,DET,56,1353,13.1,.523,.205,.240,9.8,20.2,14.9,10.7,1.9,3.2,13.6,16.7,,0.2,1.2,1.4,.051,,-2.8,0.4,-2.4,-0.1,thompau01
478,Klay Thompson,SF,33,GSW,53,1608,12.4,.559,.604,.132,1.7,10.6,6.2,10.5,0.9,1.5,9.0,23.1,,0.8,1.1,1.9,.056,,0.1,-1.6,-1.5,0.2,thompkl01
479,Tristan Thompson,PF,32,CLE,36,446,14.3,.600,.011,.447,15.0,19.7,17.4,12.0,0.9,2.2,17.0,13.2,,0.6,0.7,1.3,.142,,-1.8,0.9,-0.9,0.1,thomptr01
480,JT Thor,PF,21,CHO,45,581,6.9,.442,.432,.094,7.0,14.2,10.5,3.9,0.7,2.8,7.1,11.7,,-0.2,0.3,0.0,.001,,-4.6,-1.5,-6.1,-0.6,thorjt01
481,Matisse Thybulle,SF,26,POR,54,1247,9.7,.523,.764,.078,1.9,7.9,4.7,7.4,3.7,3.0,9.5,10.1,,0.2,1.5,1.7,.064,,-3.3,3.3,0.0,0.6,thybuma01
482,Xavier Tillman Sr.,C-PF,25,TOT,35,703,11.8,.442,.248,.201,8.4,16.4,12.3,11.9,2.9,4.7,11.1,16.1,,-0.6,1.2,0.7,.046,,-3.8,2.3,-1.6,0.1,tillmxa01
482,Xavier Tillman Sr.,C,25,MEM,34,700,11.7,.440,.249,.202,8.5,16.4,12.3,12.0,2.9,4.6,11.1,16.1,,-0.6,1.2,0.7,.045,,-3.9,2.2,-1.6,0.1,tillmxa01
482,Xavier Tillman Sr.,PF,25,BOS,1,3,31.7,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,29.5,0.0,14.4,,0.0,0.0,0.0,.331,,2.3,12.0,14.4,0.0,tillmxa01
483,Jacob Toppin,SF,23,NYK,7,34,14.6,.658,.444,.222,9.8,9.9,9.9,8.2,0.0,2.7,9.2,13.7,,0.1,0.0,0.1,.157,,0.5,-1.7,-1.2,0.0,toppija01
484,Obi Toppin,PF,25,IND,58,1294,15.4,.669,.431,.181,5.6,14.5,10.0,9.2,1.1,1.8,10.0,16.4,,2.5,0.7,3.1,.116,,1.3,-0.8,0.5,0.8,toppiob01
485,Juan Toscano-Anderson,SF,30,SAC,11,53,2.5,.292,.333,.000,8.4,21.7,14.9,8.9,0.9,1.7,14.3,11.2,,-0.1,0.1,0.0,-0.029,,-8.8,-0.7,-9.5,-0.1,toscaju01
486,Karl-Anthony Towns,PF,28,MIN,56,1839,19.6,.637,.337,.313,5.4,22.8,14.7,14.5,1.0,1.8,13.7,27.5,,2.9,3.5,6.4,.168,,2.1,1.1,3.2,2.4,townska01
487,Gary Trent Jr.,SG,25,TOR,52,1379,10.6,.547,.562,.093,1.0,8.4,4.6,8.0,1.7,0.5,6.1,18.4,,0.3,0.8,1.1,.037,,-1.9,-1.1,-3.1,-0.4,trentga02
488,Oscar Tshiebwe,PF,24,IND,7,37,24.9,.586,.000,.353,18.5,24.9,21.7,7.4,2.5,0.0,0.0,22.2,,0.1,0.0,0.2,.229,,4.8,-2.0,2.9,0.0,tshieos01
489,P.J. Tucker,PF,38,TOT,17,258,5.0,.469,.800,.150,7.7,12.4,10.0,3.6,1.7,1.0,15.8,4.2,,0.1,0.3,0.4,.071,,-4.5,0.7,-3.8,-0.1,tuckepj01
489,P.J. Tucker,PF,38,PHI,3,66,4.6,.600,1.000,.000,1.7,21.9,11.7,0.0,2.2,2.7,28.6,4.5,,0.0,0.1,0.1,.051,,-5.2,1.1,-4.1,0.0,tuckepj01
489,P.J. Tucker,PF,38,LAC,14,192,5.1,.429,.733,.200,9.8,9.1,9.4,4.8,1.5,0.5,10.9,4.2,,0.2,0.2,0.3,.078,,-4.3,0.6,-3.7,-0.1,tuckepj01
490,Myles Turner,C,27,IND,54,1483,19.1,.628,.343,.366,6.5,22.8,14.6,6.5,1.0,5.0,9.7,23.3,,2.6,1.4,4.0,.129,,0.7,-0.3,0.4,0.9,turnemy01
491,Hunter Tyson,PF,23,DEN,9,27,-9.0,.143,.857,.000,0.0,24.2,12.3,4.2,0.0,0.0,22.2,14.5,,-0.2,0.0,-0.1,-0.228,,-15.7,-3.0,-18.8,-0.1,tysonhu01
492,Stanley Umude,SG,24,DET,17,190,12.9,.711,.596,.462,2.3,16.3,9.1,6.4,1.0,2.2,15.0,16.3,,0.3,0.1,0.4,.103,,-0.3,-0.1,-0.3,0.1,umudest01
493,Jonas Valančiūnas,C,31,NOP,58,1484,20.9,.634,.166,.289,11.6,30.0,20.8,13.1,0.8,3.9,11.2,20.6,,3.6,2.4,6.0,.195,,1.6,0.5,2.1,1.6,valanjo01
494,Jarred Vanderbilt,PF,24,LAL,29,581,11.5,.578,.237,.316,8.2,17.7,13.2,7.8,2.9,0.7,17.7,11.7,,0.2,0.8,1.1,.087,,-3.0,1.3,-1.7,0.0,vandeja01
495,Fred VanVleet,PG,29,HOU,50,1832,15.8,.559,.582,.223,1.2,9.8,5.5,31.0,1.5,2.3,10.3,19.1,,3.1,2.2,5.3,.138,,2.3,0.8,3.1,2.3,vanvlfr01
496,Devin Vassell,SG,23,SAS,53,1684,15.9,.581,.442,.208,1.4,11.4,6.3,18.1,1.5,0.9,8.1,23.6,,1.6,0.9,2.5,.071,,1.2,-1.3,-0.1,0.8,vassede01
497,Sasha Vezenkov,PF,28,SAC,35,440,13.6,.574,.606,.079,7.5,14.7,11.0,4.6,1.7,1.4,6.1,17.6,,0.4,0.4,0.8,.093,,-0.1,-1.1,-1.1,0.1,vezenal01
498,Gabe Vincent,PG,27,LAL,5,127,6.0,.411,.531,.063,1.8,2.5,2.2,14.7,2.2,0.0,5.7,11.8,,-0.1,0.1,0.0,.010,,-5.6,1.4,-4.2,-0.1,vincega01
499,Nikola Vučević,C,33,CHI,52,1791,17.3,.530,.260,.104,8.8,26.3,17.3,15.4,1.0,2.5,8.5,23.2,,1.5,2.2,3.7,.098,,0.4,-0.5,0.0,0.9,vucevni01
500,Dean Wade,PF,27,CLE,47,962,9.9,.592,.871,.095,3.9,18.1,11.1,4.8,1.9,1.7,8.3,10.3,,0.7,1.6,2.4,.118,,-2.0,2.1,0.1,0.5,wadede01
501,Franz Wagner,SF,22,ORL,50,1661,17.7,.573,.314,.274,3.7,16.1,9.8,20.0,1.6,0.9,10.1,26.2,,2.2,2.1,4.3,.124,,1.4,0.1,1.5,1.5,wagnefr01
502,Moritz Wagner,C,26,ORL,56,1029,20.2,.664,.203,.386,10.0,18.6,14.3,10.5,1.3,1.6,12.3,22.6,,2.5,1.4,3.9,.180,,1.5,0.1,1.7,1.0,wagnemo01
503,Ish Wainright,SF,29,POR,7,46,10.2,.530,.889,.111,0.0,23.6,11.0,0.0,2.1,2.0,5.0,18.4,,0.0,0.1,0.0,.050,,-1.4,0.5,-0.8,0.0,wainris01
504,Jabari Walker,SF,21,POR,52,1140,12.9,.549,.300,.338,9.8,23.8,16.3,5.4,1.3,1.6,11.2,16.3,,0.7,1.1,1.8,.076,,-2.8,-1.0,-3.8,-0.5,walkeja01
